id,Matricula,local,em_atividade,administador
1,284946,Lady Frere,false,true
2,189971,Zuénoula,true,true
3,742623,Severoural’sk,false,false
4,534605,Skien,true,true
5,484714,Thabazimbi,true,true
6,023034,El Plan,false,true
7,047925,Caigongzhuang,false,false
8,548145,Padre Burgos,true,true
9,418936,Villeurbanne,false,false
10,560560,Al Karāmah,true,true
11,664014,Argavand,false,false
12,415337,Casa Nova,true,true
13,888742,Alor Setar,false,true
14,752648,Nīca,false,false
15,130322,Kisovec,true,true
16,708507,Youyun,false,false
17,011836,Maurisu,false,false
18,272734,Mazamet,true,true
19,331812,Cisadap,true,false
20,701953,Cabusao,false,false
21,298314,Puan,false,true
22,560662,Al Jadīd,false,false
23,492667,Labinot-Mal,false,true
24,045711,Paço,false,true
25,663522,Sapang Buho,false,false
26,054291,Cigedang,false,false
27,517370,Punkalaidun,true,false
28,973769,Kiamba,true,false
29,921322,Porto Alto,true,true
30,391492,Wangzha,true,false
31,938570,Serov,false,true
32,269450,Zongzhai,false,true
33,191840,La Quebrada,false,true
34,485045,Karlskoga,true,true
35,128467,Zall-Herr,true,false
36,515568,Thị Trấn Cao Lộc,true,false
37,894894,Nueva Ocotepeque,true,false
38,077311,Ayabaca,false,false
39,710392,Wilanagara,false,true
40,652591,Yanghong,true,true
41,206146,Karlstad,false,true
42,512636,Torzhok,true,false
43,797529,Fundong,false,true
44,509955,Laval,true,false
45,136674,Chum Phae,false,false
46,724470,Maco,true,true
47,351672,Kaset Sombun,false,false
48,737830,Zagazig,false,false
49,352752,Strašice,false,false
50,725414,Sanligang,false,false
51,308550,Aquia,false,true
52,000444,Savanna-la-Mar,false,false
53,973808,Maramag,true,false
54,001735,Gobō,false,true
55,619904,Fenjie,false,true
56,970618,Campos Sales,false,false
57,582729,Qiaonan,true,true
58,889402,Samangawah,true,false
59,391627,Düsseldorf,false,false
60,595706,Ấp Tân Ngãi,false,true
61,534989,Gornji Petrovci,false,true
62,005905,Akriní,true,false
63,754816,Xinghua,true,true
64,626341,Great Neck,true,true
65,574785,Llano de Piedra,true,true
66,086246,Yanliang,true,true
67,173150,Frederiksberg,false,false
68,270919,Vol’no-Nadezhdinskoye,false,true
69,573284,Cruz,true,false
70,861596,Tais,false,true
71,887509,Sop Pong,true,false
72,334282,Anambongan,false,true
73,984498,Kario,false,true
74,694106,Kotaagung,false,true
75,073203,Ust’-Ulagan,false,false
76,955981,Grzybowa Góra,true,true
77,364425,Tarimbang,false,false
78,932108,Osório,false,false
79,610987,Mariel,false,false
80,390635,Harrison Brook,false,true
81,548688,San Jacinto,true,true
82,550197,Třinec,true,false
83,509195,Udanin,false,true
84,422045,Francisco I Madero,true,false
85,221111,Cela,true,false
86,553185,Ceibas,false,true
87,177957,Kamen,false,true
88,816385,Águia Branca,true,false
89,642153,Hope,false,false
90,423695,Naga,false,false
91,619290,Dengjia,false,false
92,120254,Klenčí pod Čerchovem,false,true
93,227524,Bardaï,false,true
94,273127,Jiaqiao,true,false
95,448786,Real,true,true
96,106492,Ruangwa,false,false
97,410938,Pora,false,false
98,214881,Mojosari,false,false
99,143102,Coripata,true,false
100,851940,Repelón,false,true
101,583521,Čáslav,false,false
102,488227,Az Zāhir,false,false
103,916861,Maogang,true,true
104,739354,Matagami,false,false
105,194031,Kebon,true,false
106,926727,Changshengqiao,true,false
107,698879,Nezhinka,false,true
108,049229,Tournan-en-Brie,false,true
109,590486,Tucson,false,true
110,496797,Sudimara,true,false
111,701624,Gostyń,true,true
112,547588,Liyang,false,true
113,595688,Sanxing,true,false
114,219671,Mianay,true,false
115,806704,Malunda,true,false
116,962646,Pashkovskiy,true,false
117,354350,Bolilao,false,false
118,799834,San Francisco,true,false
119,592359,Weekombaka,true,false
120,582970,Kyaikto,true,true
121,978410,Baitian,false,false
122,380151,Shamakhi,true,false
123,886804,Zuhu,true,false
124,004642,Rosário do Sul,false,true
125,215504,Shymkent,true,false
126,274912,Angers,false,false
127,731088,Tatsunochō-tominaga,true,false
128,852156,Walakeri,false,true
129,202157,Songyuan,false,true
130,832645,Kigoma,true,false
131,543341,Xingou,false,false
132,109099,Corumbá,true,true
133,621585,Yaté-Barrage,false,false
134,689789,Magisterial,false,false
135,974255,Pizarrete,false,true
136,914300,La Jagua de Ibirico,false,true
137,788014,Chanuman,false,false
