id,Matricula,local,em_atividade,administador
1,656071,Torres Novas,true,true
2,871727,28 de Noviembre,false,false
3,478164,Manaloal,true,false
4,323986,Melaka,true,true
5,912998,Boguszów-Gorce,false,true
6,035363,Warungtanjung,true,true
7,480248,Brusque,true,false
8,149884,Azilal,true,false
9,391761,Phetchabun,false,true
10,404909,Jiujiang,true,false
11,901914,Valašská Bystřice,false,false
12,046735,Singa,false,false
13,987807,Miętne,false,false
14,204213,Sélestat,true,true
15,524070,Culeng,false,false
16,967901,Březová,false,true
17,622183,Taobei,true,false
18,450490,Studzionka,true,true
19,576767,Bořitov,false,false
20,073204,Przybiernów,true,false
21,360028,Jonava,true,true
22,694974,Ostrzeszów,true,true
23,021299,Quy Đạt,true,true
24,924744,Khilok,true,false
25,289550,Świecie,true,false
26,573429,Oslo,true,false
27,785876,Daga,true,true
28,526782,Dagang,false,false
29,214019,Aco,false,true
30,212428,Benhong,true,false
31,550083,Hobor,true,true
32,904410,Volosovo,false,true
33,669488,Tekeli,false,true
34,730973,Moneague,true,false
35,270489,Columbeira,false,true
36,184586,Itum-Kali,true,false
37,017516,La Guama,false,false
38,984546,Dvůr Králové nad Labem,false,false
39,950693,Xiushi,false,false
40,717089,Shuntian,true,true
41,684484,Shatrovo,false,true
42,407147,Uthai,false,true
43,147063,Pervomayskiy,true,true
44,434040,Xinsheng,false,false
45,952039,Alto del Espino,false,true
46,479568,Zhengji,true,true
47,213798,Hongtu,true,true
48,496600,Tangyin,false,true
49,356289,Tocota,true,true
50,646106,Futu,true,false
51,726785,Kondinskoye,false,true
52,914625,Weitian,true,true
53,303277,Croix,false,false
54,351118,Finiq,false,false
55,843009,Vel’sk,true,false
56,881207,Pisan,false,false
57,052203,Cuijiaqiao,true,true
58,737349,Moramanga,true,true
59,850956,Krajan Dua Putukrejo,false,false
60,969690,Devon,false,false
61,698154,Xujiadian,false,true
62,984643,Étampes,true,true
63,887114,Tucson,true,true
64,254274,'s-Hertogenbosch,false,true
65,631203,Samadua,false,false
66,064036,Videira,false,false
67,379383,Shirahamachō-usazakiminami,false,false
68,204840,Rimpeso,false,false
69,357234,Zagnitkiv,true,false
70,976693,Guaçuí,true,false
71,123079,Nanmen,false,true
72,829566,Yuanzhou,false,false
73,763238,Blimbing,false,true
74,777947,Magomeni,false,false
75,057571,Nankun,false,false
76,765880,Jiasi,false,true
77,580364,Capalayan,false,false
78,503958,Kawaguchi,true,false
79,004743,Vila Franca,false,true
80,487693,Águas de Lindóia,false,true
81,726229,Shilovo,false,false
82,059495,Birqīn,true,false
83,787203,Tubuhue,true,true
84,112499,Vagos,true,true
85,275928,Ciervo Petiso,true,true
86,339392,Guri-si,false,true
87,641676,Brodarica,true,false
88,007058,Aromashevo,true,true
89,291563,Sindi,false,false
90,345965,Wolbrom,true,false
91,620601,Serednye Vodyane,false,true
92,552694,Lingqiao,true,true
93,139764,Lajeosa do Mondego,true,true
94,149365,Pindangan Centro,false,true
95,880754,Jianshe,false,true
96,229056,Depok,true,false
97,763753,Öndörhoshuu,false,true
98,071111,Sundbyberg,true,false
99,985700,Dzüünharaa,false,true
100,911561,Kolomanu,false,true
