id,Matricula,local,em_atividade,administador
1,974169,Puyuan,true,false
2,324887,Marinha,true,false
3,822273,Neochórion,false,true
4,441090,Tessalit,false,true
5,989472,Leżajsk,true,false
6,301630,Krasnogorodskoye,true,false
7,009605,Tsybli,true,false
8,433315,Dukoh,true,true
9,680216,Sindangsari,false,true
10,094794,Maroúsi,true,false
11,672012,Alvito,false,true
12,868350,Palayan City,true,false
13,873823,Vasyl'evsky Ostrov,true,true
14,334471,Dukuhpicung,false,false
15,389808,Rychwał,true,false
16,956521,Fangcun,true,false
17,000298,Nejo,false,false
18,702398,Tomilino,false,false
19,855987,Shenwan,false,false
20,026446,Kiritsy,false,false
21,529631,Mibu,false,false
22,283143,Hekou,true,true
23,998366,Al Khushnīyah,false,true
24,305061,Paraíso,true,false
25,392793,Kamaris,false,false
26,638183,Uberaba,false,true
27,212790,Timpas,false,false
28,305257,Novo-Nikol’skoye,false,false
29,979492,Mingyuedian,false,false
30,535674,Andovoranto,true,true
31,171983,Créteil,true,true
32,186684,Malaya Dubna,false,false
33,389617,Changzheng,true,false
34,729036,Daohe,true,false
35,409827,Polanica-Zdrój,false,true
36,854289,Lingbei,false,true
37,531483,Lille,true,true
38,324780,Tingzhou,true,false
39,672824,Nanfeng,false,true
40,125817,Gaosheng,false,false
41,100870,Coro,false,false
42,041655,Ferraz de Vasconcelos,true,false
43,458338,Muzhijie,false,false
44,950609,Brandsen,false,false
45,391144,Shashi,true,false
46,003186,Batabanó,true,false
47,754460,Bělá pod Bezdězem,false,true
48,997059,Nossa Senhora da Glória,true,false
49,464709,Xin’andu,false,true
50,295142,Carletonville,false,false
51,339073,Pailou,true,true
52,748732,Yuannan,false,false
53,205316,Beicheng,true,false
54,403462,Huanchaco,false,true
55,096322,Yangcheng,true,false
56,415602,Épinal,true,true
57,722149,Terter,false,true
58,890254,Moca,false,false
59,049413,Kupino,false,false
60,401860,Nakhon Pathom,true,false
61,945060,Fu’an,true,true
62,165632,Changlong,false,true
63,323666,Panadura,true,false
64,900364,Novoishimskiy,false,true
65,705704,Zhujiang,false,false
66,138006,Naagas,false,false
67,293437,Liujiachang,true,true
68,469043,Hekou,false,false
69,997334,Qīr Moāv,true,true
70,660822,Ystad,true,true
71,386284,Tungelsta,true,true
72,214793,Ryūgasaki,false,true
73,977111,Cimalati,true,false
