id,Matricula,local,em_atividade,administador
1,567651,Núi Đối,false,false
2,445130,Hecheng,false,true
3,221531,Sōja,false,false
4,096935,Sinop,false,true
5,927978,Trinidad,true,true
6,077990,Horad Rechytsa,false,true
7,136392,Karabanovo,true,false
8,615790,Furongqiao,false,false
9,884617,Nova Cruz,false,false
10,385001,Khóra,false,false
11,354906,Ḩarīb,false,true
12,115820,Đạ Tẻh,false,true
13,308324,Otutara,false,true
14,260260,Dueñas,false,false
15,482536,Novoselë,true,true
16,241953,Bailang,true,true
17,257121,Chinú,true,true
18,112945,Kanungu,false,false
19,411399,Shu,true,true
20,729318,Shantoudian,true,true
21,398214,Khursā,true,true
22,310040,Deventer,false,true
23,391902,Vasyl'evsky Ostrov,true,true
24,166104,Cherëmushki,true,false
25,087232,Larvik,false,true
26,738937,Dukuhsia,true,true
27,390147,Cañada de Gómez,true,false
28,760142,Belang,true,false
29,466793,Salvacion,false,true
30,058416,Komysh-Zorya,true,true
31,616637,Krajan Satu,false,false
32,202400,Rokytnice,true,false
33,135961,Popielów,false,true
34,011935,Guanmian,false,false
35,223670,Bartica,true,false
36,388820,Soissons,false,false
37,888654,Tadrart,true,true
38,529992,Lixi,true,false
39,645847,Pontang Tengah,true,false
40,319265,Castanheira,false,false
41,141513,Kotikawatta,true,false
42,288586,Pácora,true,true
43,415055,Ashtarak,true,false
44,414772,Baluk,true,true
45,727627,Xianxi,true,true
46,579826,Yushikalasu,false,true
47,660926,Paris 05,true,true
48,516103,Mionica,true,true
49,458929,Gafanha de Aquém,false,false
50,480943,Sarandi,true,false
51,566496,Nanmu,false,false
52,680203,Kristiansand S,false,true
53,759131,Vitarte,false,false
54,310511,Znamenskoye,true,false
55,595692,Teroual,false,false
56,641833,Yongjiahe,true,false
57,959600,Na Chueak,true,false
58,890308,Outeiro,false,true
59,072984,Jiuhua,false,false
60,963881,Łubnice,true,false
61,087359,Arnprior,false,true
62,292290,Anxi,true,false
63,564345,Dziewin,false,true
64,761430,Vidzy,false,true
65,527373,Umeå,true,false
66,906470,Chamical,false,true
67,381228,Kanie,false,false
68,642399,Khashuri,true,true
69,045556,Bordeaux,true,true
70,866580,Balangkayan,false,true
71,662275,Cuenca,true,true
72,185961,Norrköping,false,false
73,848025,Garoua,true,true
74,987817,Ribnica na Pohorju,true,true
75,450276,Chōfugaoka,false,false
76,632708,Barwałd Górny,true,false
77,642382,Trzcińsko Zdrój,false,false
78,969897,Xindong,true,true
79,060179,Persen,true,false
80,530407,Nantian,false,false
81,770005,Noling,true,false
82,047757,Escazú,false,false
83,955548,Zlaté Hory,false,false
84,733101,Jingkou,true,true
85,479355,Paitan Norte,false,false
86,891804,Ballinroad,true,true
87,590479,Lishu,false,false
88,780175,Ungaran,true,true
89,592860,Xubao,true,true
90,104133,Irving,true,true
91,073144,Nancy,false,false
92,657259,Balgarevo,true,true
93,200384,Marcos Juárez,false,true
94,661309,Braunschweig,false,true
95,067809,Aqtöbe,false,true
96,864463,Santana do Ipanema,false,false
97,647226,Alexandroúpoli,false,true
98,797423,Vol’nyy Aul,false,true
99,290475,Pantaihambawang,false,true
100,694727,Pirojpur,true,false
101,324458,Tây Hồ,false,true
102,863203,Santa Catalina - Dique Lujan,true,true
103,746392,Rimouski,true,false
104,121747,Garnich,false,false
105,820565,Gouping,false,true
106,065718,Catache,true,true
107,436606,Diez de Octubre,false,true
108,408765,Saint Petersburg,false,false
109,179747,Yagoua,false,false
110,471439,Vychegodskiy,false,false
111,339595,Stockholm,true,true
112,940585,Kalino,false,true
113,286564,Tobruk,true,false
114,738270,Kočevje,false,false
115,615647,Dzhiginka,false,false
116,964957,Weishanzhuang,true,false
117,534790,Puente Nacional,true,false
118,761490,Xieyang,true,false
119,730065,Dedza,false,true
120,785618,Baisha,true,false
121,836954,Urengoy,false,false
122,104627,Ngudu,true,false
123,147660,Dolní Sloupnice,true,false
124,859851,Bucay,false,true
125,495215,Wangunjaya,true,false
126,921309,At Tibnī,false,true
127,169466,Magallanes,true,false
128,171527,Caen,true,false
129,401767,Qingyang,true,false
130,864186,Paris 06,true,false
131,813624,Omboué,true,true
132,211475,Lamalewo,true,false
133,409297,Sulyukta,true,true
134,138825,Gaomiaoji,false,true
135,908298,Bhāndāria,false,false
136,968379,Baitu,true,true
137,820729,Fasi,false,false
138,293131,Igir-igir,false,false
139,489797,Jamaica,false,true
140,998352,Sakerta Timur,false,false
141,314939,Lusambo,true,false
142,201699,Skopje,false,false
143,551429,Pelabuhan Dagang,false,true
144,552460,Oslo,true,true
145,972921,Rawson,true,true
146,611255,Morales,false,false
147,613312,Jalupang Dua,false,true
148,995133,Siruma,false,false
149,189560,Xingquan,false,false
150,222440,Shamakhi,true,true
151,106573,Aral,true,false
152,481418,Catac,true,false
153,718159,Bolekhiv,false,false
154,037504,Fuling,true,false
155,655725,Jixing,true,true
156,503845,Gushi,false,false
157,725364,Pisangkemeng,true,true
158,748074,Feteira Pequena,true,true
159,589079,Sano,true,false
160,195683,Ijuí,false,true
161,600420,Södra Sandby,true,false
162,676558,Verkhniy Kurkuzhin,false,true
163,418375,Aksu,false,false
164,058327,Ramadi,false,true
165,902410,Póvoa,false,true
166,751509,Kunheda Woerzu Manzu,true,true
167,557602,Leuwibuleud,false,false
168,212149,Maulawin,true,false
169,614606,Banag,true,false
170,318397,Banquero,false,true
171,716876,Sorokino,true,false
172,227421,Concepcion,true,false
173,863707,Suan Luang,true,false
174,588955,Khairiahmandah,false,true
175,522009,Jaguaruana,true,false
176,960489,Prakhon Chai,false,false
177,200027,Auxerre,false,false
178,059626,Juliaca,true,true
179,144581,Sun Kunda,true,true
180,514191,Melong,true,false
181,913307,Wenwuba,true,true
182,353617,Río Guayabal de Yateras,true,false
183,200232,Pasiraman,false,true
184,489562,Jovellar,true,false
185,558255,Santiaoshi,true,true
186,644742,Gaio,true,true
187,804885,Chashnikovo,true,true
188,056177,Mangkon Daja,true,true
189,030228,Čelinac,false,true
190,772263,Gampola,true,false
191,208869,Icó,false,false
192,107381,La Unión,true,true
193,701701,Novocherkassk,false,true
194,630818,Klyuchevskiy,false,true
195,588244,Jindřichov,true,true
196,141489,Cavalões,true,true
197,507150,Vsevolozhsk,true,false
198,123089,Vadstena,true,true
199,549301,Pombas,true,true
200,650335,Frederiksberg,true,true
201,343238,Konstantynów,true,true
202,300633,Uhlove,false,false
203,911354,Mumias,true,false
204,561426,Kota Bharu,true,true
205,533994,Milano,false,false
206,390335,Dauriya,false,false
207,379139,Neftegorsk,false,false
208,043995,Santiago,false,false
209,358200,Kaset Wisai,true,false
210,099347,Cartagena,true,false
211,797169,Oklahoma City,false,false
212,798586,Pensacola,false,false
213,666557,Palencia,true,true
214,674577,Veiga,true,false
215,761318,Cempaka,true,true
216,245388,Huyang,false,true
217,791606,Kolympári,true,true
218,545667,Gostagayevskaya,true,false
219,213856,Cucutilla,true,false
220,459626,Sumbersih,true,true
221,785067,Miki,true,true
222,355821,Birštonas,true,true
223,013964,Pueblo Nuevo,false,false
224,212686,Guanyang,true,true
225,815491,Jagistay,false,false
226,320207,Wanurian,false,true
227,810309,Guanajay,true,false
228,259474,Krasnoshchekovo,true,false
229,264152,Ljungby,false,false
230,077536,Vsevolozhsk,true,false
231,635842,Sumber,false,false
232,180312,Probolinggo,true,true
233,825199,Munsan,true,true
234,912459,Isahaya,true,false
235,483435,Angered,true,false
236,500511,Zeguo,true,false
237,794349,Guérande,true,false
238,062574,Farinheiras,true,false
239,253406,Chaodi,true,false
240,645510,Mabilog,true,false
241,672553,Oesapa,true,false
242,431905,La Jicaral,true,true
243,439906,Cinunjang,false,false
244,371670,La Jicaral,false,true
245,042950,Carromeu,false,true
246,689583,Potiskum,false,false
247,359090,Agoncillo,false,false
248,722272,Severo-Zadonsk,true,false
249,998022,Ruyigi,false,true
250,267080,Rimpeso,true,true
251,372467,Giebułtów,false,true
252,863844,Xiwu,true,false
253,649096,Lipie,true,false
254,727718,Las Palmas,true,false
255,158746,Tajumulco,false,true
256,712785,Gorzyce,true,false
257,824844,Lomintsevskiy,true,true
258,588112,Bang Ban,false,false
259,666686,Ichinohe,false,false
260,415678,Le Puy-en-Velay,true,true
261,395051,Jiukou,true,false
262,377530,Montonggamang,true,false
263,659679,Xihongmen,false,false
264,338888,Pasarbaru,true,true
265,689534,Yelat’ma,false,false
266,384626,Cibitung,false,true
267,368609,Srbica,false,false
268,467963,Patayac,false,false
269,860019,Yakovlevskoye,false,false
270,322848,Xinzhaiping,true,true
271,636873,Thoeng,false,false
272,056987,Hengli,true,false
273,136219,San Antonio,true,true
274,761619,Aoshi,true,false
275,992033,Campo Quijano,true,false
276,821403,Esperanza,false,true
277,853986,Qusar,true,true
278,556968,Ejido,false,true
279,894317,Sūq ar Rabū‘,true,true
280,853138,Houjie,true,true
281,380470,Chagou,false,false
282,283763,Stepanivka,false,true
283,185201,Johnson City,false,true
284,077970,Khiliomódhi,false,true
285,152151,San Jacinto,true,false
286,470546,Panite,true,false
287,176772,Fatubia,false,true
288,472291,Leticia,true,true
289,950248,Vyaz’ma,false,false
290,204871,Armenia,false,false
291,085666,San Quintin,false,false
292,091153,Jinan,false,true
293,558091,Podhum,true,false
294,349654,Qiandeng,true,true
295,111124,Larangan,true,true
296,634687,Dayanggezhuang,false,true
297,128243,Radocza,true,false
298,709517,Diapaga,true,true
299,466158,Strelka,false,true
300,823712,Al Funayţīs,true,false
301,529863,Sekampung,false,false
302,845226,Bria,false,true
303,248385,Putukrejo,true,false
304,821060,Piet Retief,true,false
305,002408,Baitang,false,true
306,349960,Xindi,true,false
307,648771,Kvitok,true,true
308,258163,Songzhuang,false,true
