id,Matricula,local,em_atividade,administador
1,327617,Isidro Fabela,false,true
2,707032,Ampatuan,true,false
3,078944,Solok,true,false
4,517482,Puerto Francisco de Orellana,true,false
5,374676,Brześć Kujawski,true,true
6,431798,Castro,false,false
7,265980,Kalenderovci Donji,true,true
8,653100,Xin’an,true,false
9,697236,Kafachan,true,true
10,299086,Dawan,false,true
11,086917,Sobontoro,false,false
12,903099,Korhogo,false,true
13,162593,Milíkov,false,true
14,139844,Paris 10,false,true
15,267160,Ping’an,false,true
16,331236,Duzhenwan,true,false
17,062115,Ijūin,true,true
18,905433,Jiangkou,false,false
19,637387,Cuijiaqiao,true,true
20,226959,Riangbao,false,false
21,346460,Izobil’nyy,true,true
22,827989,Prachatice,false,false
23,521124,Xiaochuan,true,true
24,178147,Hoi,true,true
25,114724,Badaogu,true,true
26,570394,Esmoriz,true,true
27,462512,Digos,true,false
28,670178,Baopukang,false,false
29,118417,Bapska,false,false
30,656625,Ambatolaona,true,false
31,547512,Florianópolis,false,false
32,656236,Adzopé,false,false
33,140336,Filótion,true,true
34,739094,Cuauhtemoc,true,false
35,615753,Montréal,false,false
36,272692,Philipsburg,true,false
37,777237,Xingxi,false,true
38,007099,Nagrak,true,true
39,459955,Athlone,false,false
40,164014,Baião,true,false
41,256834,Yangjinzhuang,true,true
42,339659,Sadao,true,true
43,128636,Cañazas,false,false
44,332166,Ježdovec,true,false
45,710367,Qizili,true,false
46,949384,Matsena,false,true
47,174323,Kerva,false,true
48,083650,Romilly-sur-Seine,false,true
49,357447,Keetmanshoop,false,true
50,460082,Sosnovoborsk,false,true
51,159345,Ob’,false,true
52,830878,Malausma Kidul,false,false
53,164286,Pimenta Bueno,true,false
54,189457,Palmira,true,true
55,651597,Moravský Beroun,false,true
56,103477,Banjar Baleagung,true,false
57,031225,Norrköping,false,false
58,689119,Santiago,false,true
59,626826,Skoroszyce,false,true
60,054316,Zgornje Pirniče,false,false
61,017448,Carregueira,false,true
62,544777,Beiguoyuan,false,false
63,188837,Pragen Selatan,false,true
64,099338,Sabangan,false,false
65,770574,Watangan,false,false
66,147528,Loangmaka,true,true
67,949685,Taifu,false,false
68,252937,Araulí,true,false
69,941137,Skogås,true,true
70,296539,Aix-en-Provence,true,false
71,798396,Pechenga,false,true
72,261803,Nakasongola,false,true
73,165566,Carcassonne,true,false
74,444109,Drohiczyn,false,false
75,043209,Laliki,true,true
76,875367,Pulap,false,true
77,241941,Lubu,false,true
78,408181,Cartagena,false,false
79,917736,Mariental,true,false
80,203021,Albarraque,false,true
81,274883,Santuario,false,false
82,270616,Cizhu,true,false
83,444089,Rousínov,false,true
84,792605,Bludov,false,true
85,556780,Celje,true,false
86,545021,Osieck,true,true
87,798125,Wangzuizi,false,false
88,596497,Magdaleno Aguilar,true,false
89,772150,Vendas de Galizes,false,true
90,426492,Guantian,true,false
91,413181,Tabant,true,false
92,852063,Palmerston North,false,false
93,413538,Keyinhe,false,false
94,089618,Gagarin,true,false
95,158754,Ozamiz City,false,false
96,430381,Ārt Khwājah,true,false
97,729412,Ar Ramthā,true,false
98,500979,Mkushi,true,false
99,893966,Porsgrunn,true,false
100,641644,Medenine,true,true
101,604821,Hoorn,false,false
102,971949,Meziměstí,true,true
103,159265,Donduşeni,false,false
104,622942,Hiratsuka,false,false
105,763120,Saint-Quentin-en-Yvelines,false,false
106,677196,Liushutun,true,true
107,845072,Dushang,false,false
108,121680,Krajandadapmulyo,true,false
109,755836,Ikeda,false,true
110,995029,Cordon,false,false
111,752751,Mtsensk,false,false
112,950577,Bhopālwāla,true,false
113,206333,Maanas,true,false
114,792142,Delft,true,false
115,189248,Shāhpur Chākar,true,true
116,570753,Brok,false,true
117,439428,Valence,true,true
118,783250,Sosnovaya Polyana,false,true
119,046175,Vyatskiye Polyany,false,false
120,243465,Saraqinishtë,false,false
121,405825,Lumbatan,true,false
122,877985,Mantingantengah,true,true
123,228676,Busia,false,true
124,019257,Ajung,false,false
125,505404,Gowarczów,true,false
126,850778,Serzedo,true,true
127,292659,La Serena,true,true
128,815125,Staraya Kupavna,true,false
129,741240,Chicago,true,true
130,643231,Heimahe,false,true
131,769777,Hamada,false,false
132,908896,Dajianchang,true,true
133,879205,Colcabamba,true,false
134,931840,Lovran,true,true
135,516955,Méru,true,true
136,212352,Shijia,false,true
137,320735,Negoslavci,true,true
138,793277,Åtvidaberg,false,true
139,131270,Panzhou,true,false
140,118522,Mileb,true,true
141,365209,Parion,false,true
142,719723,Glatik,true,true
143,795857,Keffin Hausa,false,false
144,843867,Dagu,false,false
145,954625,Xiaoxi,false,true
146,716979,Trélazé,true,true
147,035098,Port Antonio,false,true
148,298619,Maiyema,true,true
149,926709,Mistrató,true,false
150,101532,Otlja,true,true
151,776067,Manturovo,false,true
152,665240,Bečej,false,false
153,612425,Telnice,false,true
154,500692,Ferreiras,true,false
155,096353,Guadalupe,true,true
156,367714,Marhanets’,false,false
157,090732,Buenlag,true,true
158,024799,Tirapata,false,false
159,067172,Tulusmulyo,false,false
160,998886,Dongguan,true,true
161,341276,Banjar Kelodan,true,false
162,520326,Kungsör,false,false
163,867663,Sarany,false,true
164,857037,Algés,false,true
165,372801,Renhe,true,false
166,158416,Aranitas,false,false
