id,Matricula,local,em_atividade,administador
1,420784,Telagaselaba,true,true
2,970496,Ina,false,false
3,547453,Limoeiro,true,false
4,875398,Carmen,false,true
5,271085,Gal’bshtadt,true,false
6,343604,Wuhu,true,true
7,068056,Wuxiang,true,true
8,644719,Zhoujia,false,false
9,164901,Kradinan,true,true
10,006903,Linköping,false,true
11,385953,Seremban,true,true
12,975078,San Miguel Dueñas,false,false
13,998190,Sundre,true,true
14,354493,Gnosjö,true,false
15,843499,Santiago De Compostela,true,false
16,441024,Świdnica,false,true
17,166578,Galimuyod,true,false
18,993181,Lomba do Loução,false,true
19,948079,Mambusao,false,false
20,284932,Villa Constitución,true,false
21,795525,Huangze,true,true
22,919407,Owando,true,false
23,057500,Lagos,false,false
24,892578,Jami,true,false
25,538132,Waepana,true,true
26,265885,Daingean,true,false
27,858110,Laxiong,true,true
28,409442,Slawharad,false,true
29,900081,Porto Feliz,true,false
30,470183,Palmira,false,true
31,652076,Tobias Fornier,false,false
32,829572,Magsalangi,false,false
33,542416,Palmerston North,false,true
34,691854,Bazhu,false,false
35,561226,Zamostochcha,false,false
36,687789,Shinyanga,false,true
37,791518,Penanggapan,false,false
38,161943,Marhanets’,true,true
39,003875,Bulawin,false,true
40,852907,Šumice,true,false
41,496136,Damascus,true,true
42,967145,Mozhga,false,true
43,575092,Mawza‘,false,true
44,016832,Filipstad,true,true
45,631858,Jingmen,false,false
46,742793,Lille,true,true
47,021981,Nikolayevsk,true,false
48,429288,Pagersari,true,false
49,575813,Nuquí,true,true
50,303947,Danzao,false,true
51,326651,Star’,true,true
52,713791,Dagda,false,true
53,779800,Ha,false,false
54,328132,Guoyuan,true,true
55,119709,Monte Branco,false,true
56,299968,Boa Esperança,false,true
57,571506,Horní Počaply,true,true
58,038693,Telheira,true,true
59,177714,Daji,false,false
60,495069,Taochuan,false,true
61,949835,Pontivy,true,true
62,987186,Arnoia,false,false
63,534116,Mlalo,true,true
64,316007,Winter Haven,true,false
65,492951,Somorpenang,false,false
66,124174,Padas,false,true
67,507211,Yizhivtsi,true,true
68,082607,Villa Francisca,true,true
69,854691,Calzada Larga,true,false
70,837128,Rafael Perazza,true,true
71,023103,La Gi,false,true
72,895374,New York City,false,false
73,069315,Turangi,false,true
74,599690,Nantes,true,false
75,621744,Valdemarsvik,false,true
76,718328,Novo Cruzeiro,true,false
77,102032,Gaiyang,true,true
78,543893,Borino,false,false
79,617067,Grand Bank,false,false
80,911711,Batobato,false,false
81,355488,Zhalinghu,false,false
82,848112,Kayunga,false,true
83,441568,Gargaliánoi,true,true
84,900059,Yên Mỹ,true,false
85,996922,Esso,false,true
86,628160,Piskavica,false,true
87,094842,Dolsk,true,true
88,199545,Trà Ôn,false,false
89,278980,Butwāl,false,false
90,740684,Twyford,true,true
91,318298,Mogwase,true,true
92,136011,Kihurio,false,false
93,455397,Pasvalys,true,true
94,719364,Rybí,true,false
95,205740,Dongming,true,false
96,785291,Petaling Jaya,false,true
97,753105,Wanzhi,false,false
98,838152,Angkup,true,false
99,312252,Rusip,false,false
100,162113,Stockholm,false,true
101,193724,Крива Паланка,false,true
102,931029,Quzhou,false,true
103,527092,Kutamangu,false,false
104,348118,Banyuresmi,true,false
105,388649,Lutian,true,true
106,392526,Strasbourg,true,true
107,167397,Licheng,true,true
108,443156,Nong Bun Nak,false,false
109,288875,Jiuli,true,true
110,156177,Guaporé,false,true
111,854656,Krajan,false,true
112,649036,Pruszcz,false,false
113,603488,Lysyanka,false,false
114,834210,Pergamos,true,true
115,137299,Dengfang,false,false
116,619665,Boynton Beach,false,false
117,826020,Šimanovci,false,true
118,188367,Kilindoni,false,false
119,662074,Pīr jo Goth,true,true
120,745142,Yangjingziwan,true,false
121,015463,Haukivuori,true,false
122,774034,Haicheng,false,true
123,172466,Bahāwalpur,false,false
124,811212,Sakaiminato,true,true
125,845627,Tha Bo,false,false
126,133932,Nong Khae,true,false
127,987418,Hidalgo,true,true
128,002518,Popasna,true,true
129,788396,Lungmar,true,true
130,716751,Rattanawapi,false,false
131,390661,Sindangbarang,false,true
132,814205,Plymouth,false,true
133,457730,Kampánis,true,false
134,179656,Siding,true,true
135,610132,Xiaheqing,true,false
136,846194,Levallois-Perret,true,true
137,865925,Thị Trấn Hà Trung,true,true
138,514577,Zhonggongmiao,true,true
139,136221,Lille,true,false
140,471752,Shengtang,true,true
141,562429,Huntsville,false,false
142,585884,Khlong Khuean,false,false
143,327737,Budva,false,true
144,876550,Priupskiy,true,true
145,336263,Hoàn Kiếm,false,false
146,915162,Lingquan,true,true
147,877917,Harrisburg,true,false
148,867234,Ketawang,true,true
149,909233,Pyšely,true,true
150,282100,Chigoré,false,false
151,312032,Nglengkong,true,false
152,693502,Yiyang,true,false
153,146471,Yegorlykskaya,false,false
154,390613,Kos,false,false
155,183626,Burrel,true,false
156,225282,Doāba,false,false
157,272688,Bayt ‘Īnūn,false,false
158,731415,Prey Veng,true,true
159,045288,Caraballeda,true,false
160,171122,Madīnat Sittah Uktūbar,false,false
161,184851,Bagenalstown,false,true
162,624550,Heret,false,true
163,678599,Jieduo,false,false
164,389436,Pasar Kulon,true,false
165,336579,Sanjiao,false,true
166,926319,Sandefjord,false,true
167,981503,Austin,true,true
168,807180,Höllviken,false,false
169,172011,Monte,false,true
170,778666,Zürich,false,true
171,715597,Arzila,true,false
172,837821,Koni-Djodjo,false,false
173,372408,Soraya,true,true
174,459869,Chaihe,true,false
175,815993,Los Angeles,true,false
176,614234,Obryte,false,true
177,571498,Dayou,false,false
178,048764,Bridgewater,true,false
179,721751,Zlechov,false,false
180,946828,Raša,true,true
181,761705,San Bernardino,false,false
182,091908,Cisalakdesa,false,true
183,403213,Migues,true,true
184,719177,Qianjin,true,false
185,359454,Hongqi,true,true
186,307593,Aconibe,true,false
187,540761,Yiqian,false,true
188,559734,Barra,true,true
189,729506,Chartres,true,true
190,226729,Xianxi,true,true
191,815754,Carlos Tejedor,true,true
192,759139,Muarabadak,false,false
193,951563,Bisée,true,false
194,614196,Pinayagan Norte,true,true
195,424816,Babo-Pangulo,false,false
196,792255,Toba,true,true
197,909440,Pardubice,false,true
198,097159,Ipaba,true,false
199,056054,União dos Palmares,true,false
200,181399,Cirangga Kidul,true,true
201,148570,Sukabatu,true,true
202,768672,Anjia,false,true
203,426875,Tuban,true,true
204,458088,Profítis Ilías,false,false
205,247054,Užice,true,false
206,093997,Al ‘Azīzīyah,true,false
207,251815,La Paz,false,true
208,610978,Lasusua,false,true
209,594594,Springfield,true,false
210,531808,Magbay,true,true
211,993911,Qiandian,false,true
212,263531,Podgórzyn,false,true
213,393049,Kerema,true,false
214,632177,El Retén,false,true
215,011305,Batou,false,false
216,329515,Nanping,false,false
217,132055,Tongzha,true,false
218,946749,Paris 19,false,false
219,389988,Mora,false,false
220,774670,Qal‘ah-ye Shāhī,true,false
221,392191,Śmiłowo,false,true
222,448990,San Jose,true,false
223,587605,Gradizhsk,false,true
224,284478,Leleque,false,false
225,326206,Binafun,false,true
226,670131,Gbarnga,false,false
227,466500,Zubrzyca Dolna,true,true
228,079789,Sidi Slimane,true,false
229,639772,Hägersten,false,true
230,567716,San Julian,false,false
231,815185,Trollhättan,true,true
232,104355,Lukou,false,true
233,215016,Tanahmerah,false,false
234,742537,Wolin,false,false
235,025422,Bal Chirāgh,true,true
236,981907,Chengbei,true,true
237,513603,Wonopringgo,false,true
238,796098,As Sūq al Jadīd,false,false
239,488186,Mondlo,true,true
240,432569,Zduńska Wola,true,false
241,391052,Shixiang,false,false
242,138357,Mondokan,false,true
243,131794,Xuân Trường,false,false
244,554687,Cipolletti,true,false
245,425012,Oksa,false,true
246,480717,Stockholm,false,true
247,850267,Bol’shoy Karay,false,true
248,650212,Netishyn,false,false
249,795528,Huangtudian,true,false
250,068319,Pułtusk,true,true
251,878864,Gibbons,false,true
252,163420,Sacramento,true,false
253,217978,Gąbin,false,true
254,756271,Moriyama,false,false
255,117242,Rydułtowy,false,true
256,390587,Yunyan,true,true
257,010444,Kingersheim,false,false
258,268907,Wiskitki,true,true
259,315237,Kutao,true,true
260,740225,Basel,true,true
261,851688,Tongyang,false,true
262,423675,Parzęczew,false,false
263,667096,Brongkah,true,false
264,517340,Qiujia,false,true
265,352881,Velagići,true,false
266,971548,Doushaguan,true,true
267,647075,Requena,true,true
268,246237,Giesteira,false,false
269,239741,Chengdong,true,true
270,484082,Vanadzor,true,false
271,460584,Moganshan,false,false
272,087404,Ibung,true,true
273,505201,Liusi,false,true
274,978817,Afanas’yeva,false,false
275,494288,Baie-D'Urfé,false,true
276,234062,Jutrosin,false,true
277,935908,El Peñón,true,false
278,917271,Aoji-ri,true,false
279,530241,Chuqui Chuqui,false,false
280,040932,Butuan,true,false
281,314330,Sabugueiro,false,false
282,902452,Saint-Malo,true,true
283,405868,Tārūt,true,true
284,582554,Ambelókipoi,true,false
285,924212,Guanzhou,false,true
286,111973,Kiuola,false,true
287,285922,Fomento,true,false
288,157694,Yelyzavethradka,true,false
289,954728,Kurgan,true,false
290,396966,San Miguel,false,true
291,575352,Lukavice,true,false
292,679528,Dolní Studénky,false,false
293,180168,Tumu,true,false
294,043295,Bengga,false,false
295,502069,Pingyang,false,true
296,146351,Kamenica,true,true
297,073111,Bimbo,false,true
298,497915,Srokowo,true,true
299,489614,Madura,true,false
300,142208,Chicago,false,true
301,329961,Kumberg,true,true
302,866993,Hekou,false,true
303,240153,Noyal-sur-Vilaine,false,true
304,369157,Whitegate,false,false
305,150295,Hongguang,false,false
306,426407,Izumiōtsu,true,true
307,413795,Bungalaleng,true,true
308,035807,Kępie Żaleszańskie,false,true
309,834380,Kungsbacka,false,true
310,813166,Xam Nua,false,true
311,265860,Fram,false,true
312,251220,Huangqi,true,true
313,901318,Fantan,true,false
314,433860,Nagareyama,true,true
315,403670,Cox’s Bāzār,true,true
316,008030,Kapakabisa,false,false
317,039632,Sawin,true,true
318,051651,Trenton,false,true
319,031684,Xilai,false,true
320,146549,New York City,false,true
321,081358,Helsingborg,false,false
322,955617,Sansanné-Mango,false,false
323,352014,Karara,false,false
324,809389,Chambar,false,true
325,292853,Santiago Nonualco,true,true
326,458870,Bularit,true,true
327,063019,Zhongxiang,true,false
328,044567,Rebe,true,true
329,431426,Batatais,true,false
330,062713,Hanyuan,false,true
331,253087,Huangyuan Chengguanzhen,false,true
332,995652,Bilad,false,false
333,690421,Buenavista,true,false
334,867933,Laszki,false,false
335,840422,Tianhe,true,true
336,383561,Jacaltenango,true,false
337,006277,Ko Chan,false,false
338,295541,Temuji,true,false
339,527933,Butubut Norte,false,false
340,843968,Nikol’skoye,true,false
341,861910,Las Yaras,false,false
342,653807,Mýto,true,true
343,911660,Jiutai,false,true
344,769109,Qukës-Skënderbe,true,false
345,357416,Néa Ionía,true,false
346,244254,Gunem,false,false
347,717044,Stráž nad Nisou,true,true
348,487203,Duqiao,true,false
349,767837,Caucaguita,true,true
350,621905,Pereira,false,true
351,772655,San Antonio,false,false
352,307836,Casimiro de Abreu,false,true
353,647516,Zherdevka,false,false
354,017395,Xiaojing,false,true
355,439569,Sidomulyo Kulon,true,true
356,513092,Albuquerque,true,false
357,846535,Xiangfu,false,false
358,368614,Looc,true,true
359,023835,Verkhniy Lomov,true,true
360,111534,Quvasoy,true,false
361,086829,Xinglong,true,false
362,556060,Buga,false,false
363,020904,Cantoria,false,false
364,978368,Qinā,false,true
365,348349,Pisang,false,true
366,476161,Matalam,true,false
367,336791,Pandian,true,true
368,924615,Juatuba,false,false
369,009059,Alenquer,false,false
370,442378,Nong Kung Si,true,true
371,870169,Ezhou,false,true
372,257448,Újezd,false,true
373,621792,Nama,false,true
374,536681,Markušica,false,true
375,446734,Nebug,true,false
376,731316,Tsubame,false,false
377,254543,Spassk-Dal’niy,false,true
378,499348,Wu’an,false,true
379,092624,Dadus,true,true
380,751475,Dongguang,false,false
